Chrom	Source	Feature	Start	End	Score	Strand	Frame	Attribute	Gene
NC_060941.1	BestRefSeq	exon	64584315	64584436	.	-	.	ID=exon-NM_001363786.1-6;Parent=rna-NM_001363786.1;Dbxref=GeneID:92335,Genbank:NM_001363786.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363786.1;product=STE20 related adaptor alpha%2C transcript variant 7;transcript_id=NM_001363786.1	STRADA
NC_060941.1	BestRefSeq	exon	64581636	64581744	.	-	.	ID=exon-NM_001363786.1-7;Parent=rna-NM_001363786.1;Dbxref=GeneID:92335,Genbank:NM_001363786.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363786.1;product=STE20 related adaptor alpha%2C transcript variant 7;transcript_id=NM_001363786.1	STRADA
NC_060941.1	BestRefSeq	exon	64581399	64581522	.	-	.	ID=exon-NM_001363786.1-8;Parent=rna-NM_001363786.1;Dbxref=GeneID:92335,Genbank:NM_001363786.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363786.1;product=STE20 related adaptor alpha%2C transcript variant 7;transcript_id=NM_001363786.1	STRADA
NC_060941.1	BestRefSeq	exon	64578155	64578326	.	-	.	ID=exon-NM_001363786.1-9;Parent=rna-NM_001363786.1;Dbxref=GeneID:92335,Genbank:NM_001363786.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363786.1;product=STE20 related adaptor alpha%2C transcript variant 7;transcript_id=NM_001363786.1	STRADA
NC_060941.1	BestRefSeq	exon	64577543	64577647	.	-	.	ID=exon-NM_001363786.1-10;Parent=rna-NM_001363786.1;Dbxref=GeneID:92335,Genbank:NM_001363786.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363786.1;product=STE20 related adaptor alpha%2C transcript variant 7;transcript_id=NM_001363786.1	STRADA
NC_060941.1	BestRefSeq	exon	64575250	64575491	.	-	.	ID=exon-NM_001363786.1-11;Parent=rna-NM_001363786.1;Dbxref=GeneID:92335,Genbank:NM_001363786.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363786.1;product=STE20 related adaptor alpha%2C transcript variant 7;transcript_id=NM_001363786.1	STRADA
NC_060941.1	BestRefSeq	exon	64574914	64574956	.	-	.	ID=exon-NM_001363786.1-12;Parent=rna-NM_001363786.1;Dbxref=GeneID:92335,Genbank:NM_001363786.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363786.1;product=STE20 related adaptor alpha%2C transcript variant 7;transcript_id=NM_001363786.1	STRADA
NC_060941.1	BestRefSeq	exon	64573741	64574660	.	-	.	ID=exon-NM_001363786.1-13;Parent=rna-NM_001363786.1;Dbxref=GeneID:92335,Genbank:NM_001363786.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363786.1;product=STE20 related adaptor alpha%2C transcript variant 7;transcript_id=NM_001363786.1	STRADA
NC_060941.1	BestRefSeq	exon	64612656	64612901	.	-	.	ID=exon-NM_001165969.2-1;Parent=rna-NM_001165969.2;Dbxref=GeneID:92335,Genbank:NM_001165969.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165969.2;product=STE20 related adaptor alpha%2C transcript variant 5;transcript_id=NM_001165969.2	STRADA
NC_060941.1	BestRefSeq	exon	64599243	64599322	.	-	.	ID=exon-NM_001165969.2-2;Parent=rna-NM_001165969.2;Dbxref=GeneID:92335,Genbank:NM_001165969.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165969.2;product=STE20 related adaptor alpha%2C transcript variant 5;transcript_id=NM_001165969.2	STRADA
NC_060941.1	BestRefSeq	exon	64584915	64585017	.	-	.	ID=exon-NM_001165969.2-3;Parent=rna-NM_001165969.2;Dbxref=GeneID:92335,Genbank:NM_001165969.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165969.2;product=STE20 related adaptor alpha%2C transcript variant 5;transcript_id=NM_001165969.2	STRADA
NC_060941.1	BestRefSeq	exon	64584315	64584436	.	-	.	ID=exon-NM_001165969.2-4;Parent=rna-NM_001165969.2;Dbxref=GeneID:92335,Genbank:NM_001165969.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165969.2;product=STE20 related adaptor alpha%2C transcript variant 5;transcript_id=NM_001165969.2	STRADA
NC_060941.1	BestRefSeq	exon	64581636	64581744	.	-	.	ID=exon-NM_001165969.2-5;Parent=rna-NM_001165969.2;Dbxref=GeneID:92335,Genbank:NM_001165969.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165969.2;product=STE20 related adaptor alpha%2C transcript variant 5;transcript_id=NM_001165969.2	STRADA
NC_060941.1	BestRefSeq	exon	64581399	64581522	.	-	.	ID=exon-NM_001165969.2-6;Parent=rna-NM_001165969.2;Dbxref=GeneID:92335,Genbank:NM_001165969.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165969.2;product=STE20 related adaptor alpha%2C transcript variant 5;transcript_id=NM_001165969.2	STRADA
NC_060941.1	BestRefSeq	exon	64578155	64578326	.	-	.	ID=exon-NM_001165969.2-7;Parent=rna-NM_001165969.2;Dbxref=GeneID:92335,Genbank:NM_001165969.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165969.2;product=STE20 related adaptor alpha%2C transcript variant 5;transcript_id=NM_001165969.2	STRADA
NC_060941.1	BestRefSeq	exon	64577543	64577647	.	-	.	ID=exon-NM_001165969.2-8;Parent=rna-NM_001165969.2;Dbxref=GeneID:92335,Genbank:NM_001165969.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165969.2;product=STE20 related adaptor alpha%2C transcript variant 5;transcript_id=NM_001165969.2	STRADA
NC_060941.1	BestRefSeq	exon	64575341	64575491	.	-	.	ID=exon-NM_001165969.2-9;Parent=rna-NM_001165969.2;Dbxref=GeneID:92335,Genbank:NM_001165969.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165969.2;product=STE20 related adaptor alpha%2C transcript variant 5;transcript_id=NM_001165969.2	STRADA
NC_060941.1	BestRefSeq	exon	64574914	64574956	.	-	.	ID=exon-NM_001165969.2-10;Parent=rna-NM_001165969.2;Dbxref=GeneID:92335,Genbank:NM_001165969.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165969.2;product=STE20 related adaptor alpha%2C transcript variant 5;transcript_id=NM_001165969.2	STRADA
NC_060941.1	BestRefSeq	exon	64573741	64574660	.	-	.	ID=exon-NM_001165969.2-11;Parent=rna-NM_001165969.2;Dbxref=GeneID:92335,Genbank:NM_001165969.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165969.2;product=STE20 related adaptor alpha%2C transcript variant 5;transcript_id=NM_001165969.2	STRADA
NC_060941.1	BestRefSeq	exon	64612656	64612901	.	-	.	ID=exon-NM_001363787.1-1;Parent=rna-NM_001363787.1;Dbxref=GeneID:92335,Genbank:NM_001363787.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363787.1;product=STE20 related adaptor alpha%2C transcript variant 8;transcript_id=NM_001363787.1	STRADA
NC_060941.1	BestRefSeq	exon	64599243	64599322	.	-	.	ID=exon-NM_001363787.1-2;Parent=rna-NM_001363787.1;Dbxref=GeneID:92335,Genbank:NM_001363787.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363787.1;product=STE20 related adaptor alpha%2C transcript variant 8;transcript_id=NM_001363787.1	STRADA
NC_060941.1	BestRefSeq	exon	64584915	64585017	.	-	.	ID=exon-NM_001363787.1-3;Parent=rna-NM_001363787.1;Dbxref=GeneID:92335,Genbank:NM_001363787.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363787.1;product=STE20 related adaptor alpha%2C transcript variant 8;transcript_id=NM_001363787.1	STRADA
NC_060941.1	BestRefSeq	exon	64584315	64584436	.	-	.	ID=exon-NM_001363787.1-4;Parent=rna-NM_001363787.1;Dbxref=GeneID:92335,Genbank:NM_001363787.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363787.1;product=STE20 related adaptor alpha%2C transcript variant 8;transcript_id=NM_001363787.1	STRADA
NC_060941.1	BestRefSeq	exon	64581636	64581744	.	-	.	ID=exon-NM_001363787.1-5;Parent=rna-NM_001363787.1;Dbxref=GeneID:92335,Genbank:NM_001363787.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363787.1;product=STE20 related adaptor alpha%2C transcript variant 8;transcript_id=NM_001363787.1	STRADA
NC_060941.1	BestRefSeq	exon	64581399	64581522	.	-	.	ID=exon-NM_001363787.1-6;Parent=rna-NM_001363787.1;Dbxref=GeneID:92335,Genbank:NM_001363787.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363787.1;product=STE20 related adaptor alpha%2C transcript variant 8;transcript_id=NM_001363787.1	STRADA
NC_060941.1	BestRefSeq	exon	64578155	64578326	.	-	.	ID=exon-NM_001363787.1-7;Parent=rna-NM_001363787.1;Dbxref=GeneID:92335,Genbank:NM_001363787.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363787.1;product=STE20 related adaptor alpha%2C transcript variant 8;transcript_id=NM_001363787.1	STRADA
NC_060941.1	BestRefSeq	exon	64577543	64577647	.	-	.	ID=exon-NM_001363787.1-8;Parent=rna-NM_001363787.1;Dbxref=GeneID:92335,Genbank:NM_001363787.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363787.1;product=STE20 related adaptor alpha%2C transcript variant 8;transcript_id=NM_001363787.1	STRADA
NC_060941.1	BestRefSeq	exon	64575250	64575491	.	-	.	ID=exon-NM_001363787.1-9;Parent=rna-NM_001363787.1;Dbxref=GeneID:92335,Genbank:NM_001363787.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363787.1;product=STE20 related adaptor alpha%2C transcript variant 8;transcript_id=NM_001363787.1	STRADA
NC_060941.1	BestRefSeq	exon	64574914	64574956	.	-	.	ID=exon-NM_001363787.1-10;Parent=rna-NM_001363787.1;Dbxref=GeneID:92335,Genbank:NM_001363787.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363787.1;product=STE20 related adaptor alpha%2C transcript variant 8;transcript_id=NM_001363787.1	STRADA
NC_060941.1	BestRefSeq	exon	64573741	64574660	.	-	.	ID=exon-NM_001363787.1-11;Parent=rna-NM_001363787.1;Dbxref=GeneID:92335,Genbank:NM_001363787.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363787.1;product=STE20 related adaptor alpha%2C transcript variant 8;transcript_id=NM_001363787.1	STRADA
NC_060941.1	BestRefSeq	exon	64612656	64612901	.	-	.	ID=exon-NM_001165970.2-1;Parent=rna-NM_001165970.2;Dbxref=GeneID:92335,Genbank:NM_001165970.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165970.2;product=STE20 related adaptor alpha%2C transcript variant 6;transcript_id=NM_001165970.2	STRADA
NC_060941.1	BestRefSeq	exon	64599243	64599322	.	-	.	ID=exon-NM_001165970.2-2;Parent=rna-NM_001165970.2;Dbxref=GeneID:92335,Genbank:NM_001165970.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165970.2;product=STE20 related adaptor alpha%2C transcript variant 6;transcript_id=NM_001165970.2	STRADA
NC_060941.1	BestRefSeq	exon	64597547	64597604	.	-	.	ID=exon-NM_001165970.2-3;Parent=rna-NM_001165970.2;Dbxref=GeneID:92335,Genbank:NM_001165970.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165970.2;product=STE20 related adaptor alpha%2C transcript variant 6;transcript_id=NM_001165970.2	STRADA
NC_060941.1	BestRefSeq	exon	64584315	64584436	.	-	.	ID=exon-NM_001165970.2-4;Parent=rna-NM_001165970.2;Dbxref=GeneID:92335,Genbank:NM_001165970.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165970.2;product=STE20 related adaptor alpha%2C transcript variant 6;transcript_id=NM_001165970.2	STRADA
NC_060941.1	BestRefSeq	exon	64581636	64581744	.	-	.	ID=exon-NM_001165970.2-5;Parent=rna-NM_001165970.2;Dbxref=GeneID:92335,Genbank:NM_001165970.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165970.2;product=STE20 related adaptor alpha%2C transcript variant 6;transcript_id=NM_001165970.2	STRADA
NC_060941.1	BestRefSeq	exon	64581399	64581522	.	-	.	ID=exon-NM_001165970.2-6;Parent=rna-NM_001165970.2;Dbxref=GeneID:92335,Genbank:NM_001165970.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165970.2;product=STE20 related adaptor alpha%2C transcript variant 6;transcript_id=NM_001165970.2	STRADA
NC_060941.1	BestRefSeq	exon	64578155	64578326	.	-	.	ID=exon-NM_001165970.2-7;Parent=rna-NM_001165970.2;Dbxref=GeneID:92335,Genbank:NM_001165970.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165970.2;product=STE20 related adaptor alpha%2C transcript variant 6;transcript_id=NM_001165970.2	STRADA
NC_060941.1	BestRefSeq	exon	64577543	64577647	.	-	.	ID=exon-NM_001165970.2-8;Parent=rna-NM_001165970.2;Dbxref=GeneID:92335,Genbank:NM_001165970.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165970.2;product=STE20 related adaptor alpha%2C transcript variant 6;transcript_id=NM_001165970.2	STRADA
NC_060941.1	BestRefSeq	exon	64575341	64575491	.	-	.	ID=exon-NM_001165970.2-9;Parent=rna-NM_001165970.2;Dbxref=GeneID:92335,Genbank:NM_001165970.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165970.2;product=STE20 related adaptor alpha%2C transcript variant 6;transcript_id=NM_001165970.2	STRADA
NC_060941.1	BestRefSeq	exon	64574914	64574956	.	-	.	ID=exon-NM_001165970.2-10;Parent=rna-NM_001165970.2;Dbxref=GeneID:92335,Genbank:NM_001165970.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165970.2;product=STE20 related adaptor alpha%2C transcript variant 6;transcript_id=NM_001165970.2	STRADA
NC_060941.1	BestRefSeq	exon	64573741	64574660	.	-	.	ID=exon-NM_001165970.2-11;Parent=rna-NM_001165970.2;Dbxref=GeneID:92335,Genbank:NM_001165970.2,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001165970.2;product=STE20 related adaptor alpha%2C transcript variant 6;transcript_id=NM_001165970.2	STRADA
NC_060941.1	BestRefSeq	exon	64612656	64612901	.	-	.	ID=exon-NM_001363791.1-1;Parent=rna-NM_001363791.1;Dbxref=GeneID:92335,Genbank:NM_001363791.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363791.1;product=STE20 related adaptor alpha%2C transcript variant 12;transcript_id=NM_001363791.1	STRADA
NC_060941.1	BestRefSeq	exon	64599243	64599322	.	-	.	ID=exon-NM_001363791.1-2;Parent=rna-NM_001363791.1;Dbxref=GeneID:92335,Genbank:NM_001363791.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363791.1;product=STE20 related adaptor alpha%2C transcript variant 12;transcript_id=NM_001363791.1	STRADA
NC_060941.1	BestRefSeq	exon	64597547	64597604	.	-	.	ID=exon-NM_001363791.1-3;Parent=rna-NM_001363791.1;Dbxref=GeneID:92335,Genbank:NM_001363791.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363791.1;product=STE20 related adaptor alpha%2C transcript variant 12;transcript_id=NM_001363791.1	STRADA
NC_060941.1	BestRefSeq	exon	64584915	64585017	.	-	.	ID=exon-NM_001363791.1-4;Parent=rna-NM_001363791.1;Dbxref=GeneID:92335,Genbank:NM_001363791.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363791.1;product=STE20 related adaptor alpha%2C transcript variant 12;transcript_id=NM_001363791.1	STRADA
NC_060941.1	BestRefSeq	exon	64584315	64584436	.	-	.	ID=exon-NM_001363791.1-5;Parent=rna-NM_001363791.1;Dbxref=GeneID:92335,Genbank:NM_001363791.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363791.1;product=STE20 related adaptor alpha%2C transcript variant 12;transcript_id=NM_001363791.1	STRADA
NC_060941.1	BestRefSeq	exon	64581636	64581744	.	-	.	ID=exon-NM_001363791.1-6;Parent=rna-NM_001363791.1;Dbxref=GeneID:92335,Genbank:NM_001363791.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363791.1;product=STE20 related adaptor alpha%2C transcript variant 12;transcript_id=NM_001363791.1	STRADA
NC_060941.1	BestRefSeq	exon	64581399	64581522	.	-	.	ID=exon-NM_001363791.1-7;Parent=rna-NM_001363791.1;Dbxref=GeneID:92335,Genbank:NM_001363791.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363791.1;product=STE20 related adaptor alpha%2C transcript variant 12;transcript_id=NM_001363791.1	STRADA
NC_060941.1	BestRefSeq	exon	64578155	64578326	.	-	.	ID=exon-NM_001363791.1-8;Parent=rna-NM_001363791.1;Dbxref=GeneID:92335,Genbank:NM_001363791.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363791.1;product=STE20 related adaptor alpha%2C transcript variant 12;transcript_id=NM_001363791.1	STRADA
NC_060941.1	BestRefSeq	exon	64577543	64577647	.	-	.	ID=exon-NM_001363791.1-9;Parent=rna-NM_001363791.1;Dbxref=GeneID:92335,Genbank:NM_001363791.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363791.1;product=STE20 related adaptor alpha%2C transcript variant 12;transcript_id=NM_001363791.1	STRADA
NC_060941.1	BestRefSeq	exon	64575341	64575491	.	-	.	ID=exon-NM_001363791.1-10;Parent=rna-NM_001363791.1;Dbxref=GeneID:92335,Genbank:NM_001363791.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363791.1;product=STE20 related adaptor alpha%2C transcript variant 12;transcript_id=NM_001363791.1	STRADA
NC_060941.1	BestRefSeq	exon	64574914	64574956	.	-	.	ID=exon-NM_001363791.1-11;Parent=rna-NM_001363791.1;Dbxref=GeneID:92335,Genbank:NM_001363791.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363791.1;product=STE20 related adaptor alpha%2C transcript variant 12;transcript_id=NM_001363791.1	STRADA
NC_060941.1	BestRefSeq	exon	64573741	64574660	.	-	.	ID=exon-NM_001363791.1-12;Parent=rna-NM_001363791.1;Dbxref=GeneID:92335,Genbank:NM_001363791.1,HGNC:HGNC:30172,MIM:608626;Note=The RefSeq transcript has 3 substitutions compared to this genomic sequence;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=STRADA;inference=similar to RNA sequence%2C mRNA (same species):RefSeq:NM_001363791.1;product=STE20 related adaptor alpha%2C transcript variant 12;transcript_id=NM_001363791.1	STRADA
